"Date(UTC)","Julian Date","MET","TS","Energy Flux [0.1-100 GeV](MeV cm-2 s-1)","Energy Flux Error","Photon Index","Photon Index Error","Sun Distance","Fit Tolerance","MINUIT Return Code","Analysis Log"
"Feb 28 2024","2460368.4999537035","730771201","851.64","1.60e-4","1.40e-5","-1.75","-","94.93","1e-8","0","bin190.log"
"Mar 29 2024","2460398.4999537035","733363201","515.07","1.15e-4","1.20e-5","-1.75","-","70.29","1e-8","0","bin191.log"
"Apr 28 2024","2460428.4999537035","735955201","555.41","1.31e-4","1.30e-5","-1.75","-","46.54","1e-8","0","bin192.log"
"May 28 2024","2460458.4999537035","738547201","764.47","1.24e-4","1.20e-5","-1.75","-","23.24","1e-8","0","bin193.log"
"Jun 27 2024","2460488.4999537035","741139201","512.99","9.41e-5","1.09e-5","-1.75","-","20.93","1e-8","0","bin194.log"
"Jul 27 2024","2460518.4999537035","743731201","490.87","9.73e-5","1.06e-5","-1.75","-","47.11","1e-8","0","bin195.log"
"Aug 26 2024","2460548.4999537035","746323201","593.77","1.42e-4","1.50e-5","-1.75","-","76.19","1e-8","0","bin196.log"
"Sep 25 2024","2460578.4999537035","748915201","755.5","1.60e-4","1.50e-5","-1.75","-","105.01","1e-8","0","bin197.log"
"Oct 25 2024","2460608.4999537035","751507201","787.47","1.49e-4","1.30e-5","-1.75","-","134.32","1e-8","0","bin198.log"
"Nov 24 2024","2460638.4999537035","754099201","777.63","1.43e-4","1.30e-5","-1.75","-","164.80","1e-8","0","bin199.log"
